"DateTime";"Stock Price History"
"2001-11-06 00:00:00";0,3871
"2001-11-07 00:00:00";0,3874
"2001-11-08 00:00:00";0,3807
"2001-11-09 00:00:00";0,4071
"2001-11-12 00:00:00";0,418
"2001-11-13 00:00:00";0,4146
"2001-11-14 00:00:00";0,403
"2001-11-15 00:00:00";0,4052
"2001-11-16 00:00:00";0,4016
"2001-11-19 00:00:00";0,3928
"2001-11-20 00:00:00";0,3818
"2001-11-21 00:00:00";0,3769
"2001-11-23 00:00:00";0,3822
"2001-11-26 00:00:00";0,4095
"2001-11-27 00:00:00";0,4139
"2001-11-28 00:00:00";0,393
"2001-11-29 00:00:00";0,4102
"2001-11-30 00:00:00";0,4181
"2001-12-03 00:00:00";0,4117
"2001-12-04 00:00:00";0,4449
"2001-12-05 00:00:00";0,4808
"2001-12-06 00:00:00";0,4732
"2001-12-07 00:00:00";0,4587
"2001-12-10 00:00:00";0,4633
"2001-12-11 00:00:00";0,4799
"2001-12-12 00:00:00";0,4948
"2001-12-13 00:00:00";0,4806
"2001-12-14 00:00:00";0,5023
"2001-12-17 00:00:00";0,5203
"2001-12-18 00:00:00";0,5069
"2001-12-19 00:00:00";0,4931
"2001-12-20 00:00:00";0,4736
"2001-12-21 00:00:00";0,4942
"2001-12-24 00:00:00";0,5065
